"","type","features.type","features.properties._leaflet_id","features.properties.feature_type","features.geometry.type","features.geometry.coordinates..104.137836","features.geometry.coordinates.31.79442","features.geometry.coordinates..104.137836.1","features.geometry.coordinates.37.846652","features.geometry.coordinates..96.281958","features.geometry.coordinates.37.846652.1","features.geometry.coordinates..96.281958.1","features.geometry.coordinates.31.79442.1","features.geometry.coordinates..104.137836.2","features.geometry.coordinates.31.79442.2","features.type.1","features.properties._leaflet_id.1","features.properties.feature_type.1","features.geometry.type.1","features.geometry.coordinates..117.563176","features.geometry.coordinates.49.253549","features.geometry.coordinates..118.319938","features.geometry.coordinates.41.936808","features.geometry.coordinates..105.656734","features.geometry.coordinates.41.936808.1","features.geometry.coordinates..106.12574","features.geometry.coordinates.48.602273","features.geometry.coordinates..117.563176.1","features.geometry.coordinates.49.253549.1"
"1","FeatureCollection","Feature",99,"rectangle","Polygon",-104.137836,31.79442,-104.137836,37.846652,-96.281958,37.846652,-96.281958,31.79442,-104.137836,31.79442,"Feature",128,"polygon","Polygon",-117.563176,49.253549,-118.319938,41.936808,-105.656734,41.936808,-106.12574,48.602273,-117.563176,49.253549
